City ID,City Name,Timezone,Weather Condition,Weather Description,Temperature,Feels Like,Max Temperature,Min Temperature,Humidity,Cloud Coverage,Visibility,Wind Speed,Wind Direction,Atmospheric Pressure (hPa),Sea Level Pressure (hPa),Ground Level Pressure (hPa),Sunrise Time (Local),Sunset Time (Local),Latitude,Longitude
4902033,Merrionette Park,-5 UTC,Clouds,overcast clouds,25.01 °C,25.03 °C,26.34 °C,23.36 °C,56%,100%,10000 m,3.28 m/s,68°,1013,1013,991,05:34 AM,08:00 PM,41.6842,-87.7003
4902065,Metamora,-5 UTC,Clouds,overcast clouds,24.6 °C,24.6 °C,25.31 °C,23.58 °C,57%,100%,10000 m,0.89 m/s,131°,1011,1011,987,05:42 AM,08:04 PM,40.7906,-89.3606
4902181,Midlothian,-5 UTC,Clouds,overcast clouds,25.15 °C,25.18 °C,26.36 °C,24.44 °C,56%,100%,10000 m,2.24 m/s,112°,1013,1013,989,05:34 AM,08:00 PM,41.6253,-87.7176
4902218,Milan,-5 UTC,Clouds,overcast clouds,27.76 °C,27.17 °C,29.14 °C,27.01 °C,35%,100%,10000 m,0.89 m/s,152°,1011,1011,987,05:46 AM,08:11 PM,41.4531,-90.5721
4902229,Milford,-5 UTC,Clouds,overcast clouds,25.33 °C,25.41 °C,25.33 °C,25.33 °C,57%,100%,10000 m,3.2 m/s,94°,1012,1012,989,05:36 AM,07:57 PM,40.6284,-87.6961
4902279,Milledgeville,-5 UTC,Clouds,broken clouds,27.99 °C,27.29 °C,29.1 °C,27.8 °C,34%,65%,10000 m,5.16 m/s,119°,1011,1011,985,05:41 AM,08:09 PM,41.9634,-89.7746
4902370,Minier,-5 UTC,Clouds,overcast clouds,21.55 °C,21.35 °C,21.55 °C,20.67 °C,61%,100%,10000 m,3.32 m/s,93°,1012,1012,989,05:43 AM,08:03 PM,40.4337,-89.3131
4902382,Minonk,-5 UTC,Clouds,overcast clouds,25.76 °C,25.83 °C,25.76 °C,25.76 °C,55%,100%,10000 m,3.69 m/s,112°,1011,1011,987,05:41 AM,08:03 PM,40.9045,-89.0345
4902386,Minooka,-5 UTC,Clouds,overcast clouds,26.81 °C,27.08 °C,27.17 °C,26.72 °C,47%,100%,10000 m,4.07 m/s,117°,1012,1012,992,05:36 AM,08:02 PM,41.4553,-88.2617
4902475,Mokena,-5 UTC,Clouds,overcast clouds,25.67 °C,25.75 °C,26.62 °C,24.22 °C,56%,100%,10000 m,2.68 m/s,34°,1012,1012,988,05:35 AM,08:00 PM,41.5261,-87.8892
4902476,Moline,-5 UTC,Clouds,overcast clouds,27.6 °C,27.1 °C,29.12 °C,26.99 °C,36%,100%,10000 m,1.34 m/s,97°,1011,1011,988,05:45 AM,08:11 PM,41.5067,-90.5151
4902486,Momence,-5 UTC,Clouds,overcast clouds,27.88 °C,28.87 °C,27.96 °C,26.85 °C,56%,96%,10000 m,1.34 m/s,123°,1012,1012,989,05:35 AM,07:58 PM,41.1667,-87.6628
4902498,Monee,-5 UTC,Clouds,overcast clouds,25.27 °C,25.16 °C,26.57 °C,24.09 °C,50%,98%,10000 m,3.85 m/s,115°,1012,1012,987,05:34 AM,07:59 PM,41.42,-87.7417
4902512,Monmouth,-5 UTC,Clouds,overcast clouds,27.79 °C,27.19 °C,28.36 °C,27.21 °C,35%,100%,10000 m,4.92 m/s,95°,1011,1011,987,05:47 AM,08:10 PM,40.9114,-90.6474
4902559,Montgomery,-5 UTC,Clouds,overcast clouds,26.44 °C,26.44 °C,27.14 °C,25.14 °C,47%,100%,10000 m,1.34 m/s,90°,1013,1013,989,05:36 AM,08:03 PM,41.7306,-88.3459
4902567,Monticello,-5 UTC,Clouds,overcast clouds,19.01 °C,18.72 °C,19.01 °C,19.01 °C,67%,100%,10000 m,3.78 m/s,85°,1012,1012,988,05:41 AM,07:59 PM,40.0278,-88.5734
4902706,Morris,-5 UTC,Clouds,overcast clouds,26.29 °C,26.29 °C,26.29 °C,26.29 °C,47%,100%,10000 m,3.8 m/s,127°,1011,1011,992,05:37 AM,08:02 PM,41.3573,-88.4212
4902724,Morrison,-5 UTC,Clouds,overcast clouds,27.26 °C,26.85 °C,27.26 °C,27.26 °C,36%,91%,10000 m,5.45 m/s,118°,1011,1011,989,05:42 AM,08:09 PM,41.8098,-89.9651
4902748,Morse,-5 UTC,Clouds,overcast clouds,22.81 °C,22.45 °C,22.81 °C,22.81 °C,50%,100%,10000 m,4.75 m/s,118°,1011,1011,987,05:42 AM,08:07 PM,41.2303,-89.6451
4902754,Morton,-5 UTC,Clouds,overcast clouds,23.97 °C,24.02 °C,25.49 °C,22.41 °C,61%,100%,10000 m,3.83 m/s,108°,1012,1012,989,05:43 AM,08:04 PM,40.6128,-89.4593
4902763,Morton Grove,-5 UTC,Clouds,overcast clouds,20.95 °C,20.43 °C,24.98 °C,18.33 °C,51%,100%,10000 m,3.13 m/s,54°,1014,1014,991,05:33 AM,08:01 PM,42.0406,-87.7826
4902883,Mount Carroll,-5 UTC,Clouds,broken clouds,28.97 °C,28.1 °C,28.97 °C,28.97 °C,34%,53%,10000 m,4.82 m/s,121°,1011,1011,985,05:42 AM,08:10 PM,42.095,-89.9782
4902955,Mount Morris,-5 UTC,Clouds,overcast clouds,28.79 °C,27.37 °C,28.79 °C,27.49 °C,1%,100%,10000 m,5.81 m/s,5°,1012,1012,984,05:40 AM,08:08 PM,42.0503,-89.4312
4903024,Mount Prospect,-5 UTC,Clouds,overcast clouds,22.88 °C,22.5 °C,25.76 °C,19.88 °C,49%,100%,10000 m,3.13 m/s,54°,1014,1014,989,05:33 AM,08:02 PM,42.0664,-87.9373
4903032,Mount Pulaski,-5 UTC,Clouds,overcast clouds,19.41 °C,19.76 °C,19.41 °C,19.41 °C,90%,100%,10000 m,3.34 m/s,86°,1012,1012,991,05:44 AM,08:02 PM,40.0109,-89.2823
4903184,Mundelein,-5 UTC,Clouds,overcast clouds,23.28 °C,22.73 °C,25.71 °C,20.39 °C,41%,95%,10000 m,0.89 m/s,96°,1014,1014,988,05:33 AM,08:03 PM,42.2631,-88.004
4903279,Naperville,-5 UTC,Clouds,overcast clouds,25.68 °C,25.53 °C,26.64 °C,24.38 °C,47%,100%,10000 m,3.13 m/s,5°,1013,1013,988,05:35 AM,08:02 PM,41.7859,-88.1473
4903330,Nauvoo,-5 UTC,Clouds,overcast clouds,26.66 °C,26.66 °C,26.66 °C,26.66 °C,41%,100%,10000 m,3.68 m/s,107°,1011,1011,989,05:51 AM,08:12 PM,40.55,-91.3849
4903497,New Holland,-5 UTC,Clouds,overcast clouds,24.71 °C,24.86 °C,24.71 °C,24.71 °C,62%,100%,10000 m,2.69 m/s,78°,1012,1012,992,05:45 AM,08:04 PM,40.1848,-89.5809
4903535,New Lenox,-5 UTC,Clouds,overcast clouds,26.18 °C,26.18 °C,26.78 °C,25 °C,58%,100%,10000 m,2.68 m/s,34°,1013,1013,989,05:35 AM,08:01 PM,41.512,-87.9656
4903565,New Michigan (historical),-5 UTC,Clouds,overcast clouds,25.98 °C,25.98 °C,25.98 °C,25.98 °C,51%,100%,10000 m,3.35 m/s,123°,1011,1011,990,05:39 AM,08:02 PM,41.055,-88.7429
4903730,Niles,-5 UTC,Clouds,overcast clouds,21.57 °C,21.11 °C,25.8 °C,19.41 °C,51%,100%,10000 m,3.13 m/s,54°,1013,1013,991,05:33 AM,08:01 PM,42.0189,-87.8028
4903780,Normal,-5 UTC,Clouds,overcast clouds,21.06 °C,20.76 °C,21.06 °C,20.38 °C,59%,100%,10000 m,3.19 m/s,89°,1012,1012,985,05:42 AM,08:02 PM,40.5142,-88.9906
4903803,Norridge,-5 UTC,Clouds,overcast clouds,22.66 °C,22.37 °C,26.3 °C,20.46 °C,53%,100%,10000 m,3.13 m/s,54°,1013,1013,991,05:33 AM,08:01 PM,41.9634,-87.8273
4903818,North Aurora,-5 UTC,Clouds,overcast clouds,26.08 °C,26.08 °C,27.08 °C,24.68 °C,47%,100%,10000 m,2.68 m/s,360°,1013,1013,988,05:36 AM,08:03 PM,41.8061,-88.3273
4903830,North Barrington,-5 UTC,Clouds,overcast clouds,23.84 °C,23.38 °C,25.61 °C,20.29 °C,42%,100%,10000 m,2.68 m/s,222°,1014,1014,985,05:34 AM,08:03 PM,42.2078,-88.1406
4903862,North Chicago,-5 UTC,Clouds,overcast clouds,22.42 °C,21.87 °C,24.69 °C,18.25 °C,44%,94%,10000 m,3.33 m/s,74°,1014,1014,991,05:32 AM,08:02 PM,42.3256,-87.8412
4903975,North Pekin,-5 UTC,Rain,light rain,24.12 °C,24.21 °C,25.92 °C,22.84 °C,62%,100%,10000 m,0.45 m/s,112°,1012,1012,991,05:44 AM,08:05 PM,40.615,-89.6223
4903976,North Peoria,-5 UTC,Rain,moderate rain,24.48 °C,24.52 °C,25.65 °C,22.57 °C,59%,100%,10000 m,0.45 m/s,0°,1012,1012,989,05:44 AM,08:05 PM,40.7175,-89.5843
4904002,North Riverside,-5 UTC,Clouds,overcast clouds,24.25 °C,24.04 °C,26.35 °C,20.51 °C,50%,100%,10000 m,2.24 m/s,14°,1013,1013,991,05:34 AM,08:01 PM,41.8428,-87.8231
4904056,Northbrook,-5 UTC,Clouds,overcast clouds,21.23 °C,20.66 °C,24.53 °C,19.37 °C,48%,100%,10000 m,1.79 m/s,57°,1014,1014,991,05:33 AM,08:02 PM,42.1275,-87.8289
4904094,Northfield,-5 UTC,Clouds,overcast clouds,20.63 °C,19.98 °C,24.57 °C,18.33 °C,47%,100%,10000 m,1.79 m/s,57°,1014,1014,992,05:33 AM,08:01 PM,42.0998,-87.7809
4904102,Northlake,-5 UTC,Clouds,overcast clouds,24.11 °C,23.93 °C,26.3 °C,21.01 °C,52%,99%,10000 m,3.13 m/s,54°,1013,1013,990,05:34 AM,08:01 PM,41.9173,-87.8956
4904277,Oak Brook,-5 UTC,Clouds,overcast clouds,25.14 °C,25.02 °C,26.73 °C,22.08 °C,50%,100%,10000 m,2.68 m/s,90°,1013,1013,989,05:34 AM,08:01 PM,41.8328,-87.9289
4904286,Oak Forest,-5 UTC,Clouds,overcast clouds,25.13 °C,25.16 °C,26.27 °C,24.35 °C,56%,100%,10000 m,2.24 m/s,112°,1013,1013,989,05:34 AM,08:00 PM,41.6028,-87.7439
4904365,Oak Lawn,-5 UTC,Clouds,overcast clouds,25.19 °C,25.12 °C,26.87 °C,23.4 °C,52%,100%,10000 m,2.24 m/s,14°,1013,1013,991,05:34 AM,08:00 PM,41.7109,-87.7581
4904381,Oak Park,-5 UTC,Clouds,overcast clouds,23.43 °C,23.16 °C,26.35 °C,20.51 °C,51%,99%,10000 m,2.24 m/s,68°,1013,1013,991,05:33 AM,08:01 PM,41.885,-87.7845
4904407,Oak Ridge,-5 UTC,Rain,light rain,24.9 °C,24.93 °C,25.54 °C,23.82 °C,57%,100%,10000 m,0.89 m/s,131°,1011,1011,988,05:43 AM,08:05 PM,40.8114,-89.4376
4904447,Oakbrook Terrace,-5 UTC,Clouds,overcast clouds,25.21 °C,25.09 °C,26.72 °C,22.85 °C,50%,100%,10000 m,2.68 m/s,90°,1013,1013,989,05:34 AM,08:01 PM,41.85,-87.9645
4904520,Oakwood,-5 UTC,Clouds,overcast clouds,24.86 °C,25.02 °C,24.86 °C,24.86 °C,62%,100%,10000 m,3.2 m/s,112°,1011,1011,989,05:38 AM,07:56 PM,40.1162,-87.7784
4904543,Oakwood Hills,-5 UTC,Clouds,overcast clouds,24.17 °C,23.71 °C,25.47 °C,22.59 °C,41%,94%,10000 m,5.36 m/s,103°,1014,1014,984,05:34 AM,08:04 PM,42.2464,-88.2429
4904574,Odell,-5 UTC,Clouds,overcast clouds,25.74 °C,25.7 °C,25.74 °C,25.74 °C,51%,100%,10000 m,3.42 m/s,118°,1011,1011,989,05:39 AM,08:01 PM,41.0036,-88.5253
4904601,Ogle,-5 UTC,Clouds,overcast clouds,28.89 °C,27.46 °C,28.91 °C,27.61 °C,1%,100%,10000 m,4.75 m/s,113°,1012,1012,984,05:39 AM,08:07 PM,42.0334,-89.3168
4904605,Oglesby,-5 UTC,Clouds,overcast clouds,26.29 °C,26.29 °C,26.29 °C,26.29 °C,48%,100%,10000 m,4.6 m/s,126°,1011,1011,990,05:40 AM,08:04 PM,41.2953,-89.0595
4904793,Olympia Fields,-5 UTC,Clouds,overcast clouds,24.91 °C,24.76 °C,26.79 °C,24.32 °C,50%,100%,10000 m,0.89 m/s,221°,1013,1013,988,05:34 AM,07:59 PM,41.5134,-87.6742
4904809,Onarga,-5 UTC,Clouds,overcast clouds,25.48 °C,25.55 °C,25.48 °C,25.48 °C,56%,100%,10000 m,2.23 m/s,85°,1012,1012,989,05:37 AM,07:59 PM,40.715,-88.0061
4904872,Oquawka,-5 UTC,Clouds,overcast clouds,27.94 °C,27.48 °C,28.14 °C,27.61 °C,38%,100%,10000 m,4.81 m/s,110°,1011,1011,990,05:48 AM,08:11 PM,40.932,-90.9471
4904898,Oregon,-5 UTC,Clouds,overcast clouds,29.22 °C,27.75 °C,29.25 °C,27.95 °C,1%,100%,10000 m,4.71 m/s,113°,1012,1012,984,05:39 AM,08:07 PM,42.0148,-89.3323
4904922,Orion,-5 UTC,Clouds,overcast clouds,28.04 °C,27.77 °C,29.23 °C,26.61 °C,41%,100%,10000 m,5.31 m/s,112°,1012,1012,987,05:45 AM,08:10 PM,41.3548,-90.3815
4904934,Orland Hills,-5 UTC,Clouds,overcast clouds,25.45 °C,25.51 °C,26.66 °C,24.25 °C,56%,100%,10000 m,4.02 m/s,88°,1013,1013,988,05:34 AM,08:00 PM,41.5853,-87.8431
4904937,Orland Park,-5 UTC,Clouds,overcast clouds,25.4 °C,25.48 °C,26.18 °C,23.77 °C,57%,100%,10000 m,4.02 m/s,88°,1013,1013,989,05:34 AM,08:00 PM,41.6303,-87.8539
4904996,Oswego,-5 UTC,Clouds,overcast clouds,26.5 °C,26.5 °C,27.06 °C,25.19 °C,47%,99%,10000 m,1.34 m/s,194°,1012,1012,989,05:36 AM,08:03 PM,41.6828,-88.3515
4905006,Ottawa,-5 UTC,Clouds,overcast clouds,26.5 °C,26.5 °C,26.5 °C,26.5 °C,47%,100%,10000 m,4.24 m/s,128°,1011,1011,990,05:39 AM,08:04 PM,41.3456,-88.8426
4905211,Palatine,-5 UTC,Clouds,overcast clouds,23.58 °C,23.19 °C,25.63 °C,20.36 °C,46%,100%,10000 m,1.34 m/s,80°,1014,1014,987,05:34 AM,08:02 PM,42.1103,-88.0342
4905232,Palm Beach,-5 UTC,Clouds,broken clouds,24.42 °C,24.01 °C,25.6 °C,22.49 °C,42%,70%,10000 m,2.24 m/s,153°,1014,1014,985,05:34 AM,08:04 PM,42.3767,-88.1973
4905259,Palos Heights,-5 UTC,Clouds,overcast clouds,25.38 °C,25.38 °C,26.83 °C,23.36 °C,54%,100%,10000 m,3.13 m/s,260°,1013,1013,990,05:34 AM,08:00 PM,41.6681,-87.7964
4905263,Palos Hills,-5 UTC,Clouds,overcast clouds,25.42 °C,25.38 °C,26.9 °C,23.43 °C,52%,100%,10000 m,3.13 m/s,260°,1013,1013,990,05:34 AM,08:00 PM,41.6967,-87.817
4905265,Palos Park,-5 UTC,Clouds,overcast clouds,25.32 °C,25.29 °C,26.67 °C,23.2 °C,53%,100%,10000 m,3.13 m/s,260°,1013,1013,989,05:34 AM,08:00 PM,41.6673,-87.8303
4905334,Park City,-5 UTC,Clouds,overcast clouds,22.84 °C,22.35 °C,25.31 °C,20.45 °C,45%,90%,10000 m,3.5 m/s,81°,1014,1014,990,05:33 AM,08:02 PM,42.3484,-87.8842
4905337,Park Forest,-5 UTC,Clouds,overcast clouds,24.88 °C,24.73 °C,26.73 °C,24.25 °C,50%,100%,10000 m,0.89 m/s,221°,1013,1013,988,05:34 AM,07:59 PM,41.4914,-87.6745
4905367,Park Ridge,-5 UTC,Clouds,overcast clouds,21.94 °C,21.55 °C,25.79 °C,19.36 °C,52%,100%,10000 m,3.13 m/s,54°,1013,1013,990,05:33 AM,08:01 PM,42.0111,-87.8406
4905509,Paxton,-5 UTC,Clouds,overcast clouds,25.07 °C,25.25 °C,25.07 °C,25.07 °C,62%,100%,10000 m,3.63 m/s,89°,1012,1012,986,05:38 AM,07:58 PM,40.4603,-88.0953
4905572,Pecatonica,-5 UTC,Clouds,overcast clouds,28.36 °C,27.77 °C,28.36 °C,28.36 °C,37%,100%,10000 m,4.72 m/s,112°,1013,1013,984,05:39 AM,08:08 PM,42.3139,-89.3593
4905599,Pekin,-5 UTC,Clouds,overcast clouds,23.58 °C,23.66 °C,25.89 °C,22.81 °C,64%,100%,10000 m,0.45 m/s,112°,1011,1011,992,05:44 AM,08:05 PM,40.5675,-89.6407
4905687,Peoria,-5 UTC,Rain,moderate rain,24.71 °C,24.8 °C,26.01 °C,22.94 °C,60%,100%,10000 m,0.45 m/s,0°,1012,1012,989,05:44 AM,08:05 PM,40.6936,-89.589
4905697,Peoria,-5 UTC,Clouds,overcast clouds,24.81 °C,24.83 °C,25.68 °C,23.95 °C,57%,100%,10000 m,4.21 m/s,130°,1011,1011,989,05:44 AM,08:06 PM,40.7667,-89.7668
4905704,Peoria Heights,-5 UTC,Rain,light rain,24.38 °C,24.41 °C,25.39 °C,22.31 °C,59%,100%,10000 m,1.34 m/s,133°,1012,1012,989,05:43 AM,08:05 PM,40.7473,-89.574
4905724,Peotone,-5 UTC,Clouds,overcast clouds,27.42 °C,28.05 °C,27.8 °C,25.62 °C,53%,96%,10000 m,6.26 m/s,61°,1013,1013,988,05:35 AM,07:59 PM,41.3323,-87.7853
4905762,Perryville,-5 UTC,Clouds,overcast clouds,28.33 °C,27.56 °C,28.35 °C,27.4 °C,34%,97%,10000 m,5.66 m/s,101°,1013,1013,985,05:37 AM,08:06 PM,42.2217,-88.9796
4905770,Peru,-5 UTC,Clouds,overcast clouds,26.4 °C,26.4 °C,26.4 °C,26.4 °C,48%,100%,10000 m,4.55 m/s,124°,1011,1011,990,05:40 AM,08:05 PM,41.3275,-89.129
4905791,Petersburg,-5 UTC,Clouds,overcast clouds,24.05 °C,24.13 °C,24.05 °C,24.05 °C,62%,100%,10000 m,3.42 m/s,77°,1011,1011,991,05:46 AM,08:04 PM,40.0117,-89.8482
4905866,Philo,-5 UTC,Clouds,overcast clouds,24.58 °C,24.87 °C,24.58 °C,24.58 °C,68%,99%,10000 m,3.72 m/s,88°,1012,1012,988,05:40 AM,07:58 PM,40.007,-88.1581
4905873,Phoenix,-5 UTC,Clouds,overcast clouds,24.82 °C,24.85 °C,26.38 °C,24.47 °C,57%,100%,10000 m,0.89 m/s,221°,1013,1013,990,05:33 AM,07:59 PM,41.6111,-87.6348
4906035,Pingree Grove,-5 UTC,Clouds,overcast clouds,24.69 °C,24.44 °C,26.08 °C,23.63 °C,47%,97%,10000 m,4.47 m/s,126°,1013,1013,982,05:35 AM,08:04 PM,42.0686,-88.4134
4906087,Pistakee Highlands,-5 UTC,Clouds,broken clouds,23.99 °C,23.59 °C,25.32 °C,22.45 °C,44%,64%,10000 m,5.06 m/s,98°,1014,1014,985,05:34 AM,08:04 PM,42.4086,-88.2065
4906125,Plainfield,-5 UTC,Clouds,overcast clouds,26.61 °C,26.61 °C,27.17 °C,25.18 °C,46%,100%,10000 m,1.79 m/s,133°,1012,1012,990,05:36 AM,08:02 PM,41.627,-88.2039
4906143,Plano,-5 UTC,Clouds,overcast clouds,26.75 °C,27.13 °C,27.33 °C,25.73 °C,49%,100%,10000 m,4.16 m/s,119°,1012,1012,989,05:37 AM,08:03 PM,41.6628,-88.537
4906421,Polo,-5 UTC,Clouds,overcast clouds,28.74 °C,27.17 °C,28.86 °C,27.57 °C,9%,92%,10000 m,4.84 m/s,116°,1011,1011,983,05:40 AM,08:08 PM,41.9861,-89.5793
4906438,Pontiac,-5 UTC,Clouds,overcast clouds,25.81 °C,25.83 °C,25.81 °C,25.81 °C,53%,100%,10000 m,3.3 m/s,106°,1012,1012,989,05:39 AM,08:02 PM,40.8809,-88.6298
4906482,Poplar Grove,-5 UTC,Clouds,broken clouds,27.29 °C,26.83 °C,28.1 °C,27.17 °C,35%,83%,10000 m,5.36 m/s,56°,1013,1013,983,05:36 AM,08:06 PM,42.3684,-88.8221
4906490,Port Barrington,-5 UTC,Clouds,overcast clouds,24.13 °C,23.7 °C,25.69 °C,21.05 °C,42%,96%,10000 m,2.68 m/s,222°,1014,1014,985,05:34 AM,08:03 PM,42.2425,-88.202
4906491,Port Byron,-5 UTC,Clouds,overcast clouds,28.25 °C,29.47 °C,28.99 °C,26.86 °C,57%,99%,10000 m,5.5 m/s,116°,1011,1011,989,05:44 AM,08:10 PM,41.6064,-90.3354
4906527,Posen,-5 UTC,Clouds,overcast clouds,24.86 °C,24.84 °C,26.87 °C,23.91 °C,55%,100%,10000 m,3.15 m/s,76°,1013,1013,990,05:34 AM,08:00 PM,41.6317,-87.6814
4906641,Prairie Grove,-5 UTC,Clouds,overcast clouds,24.24 °C,23.79 °C,25.32 °C,22.68 °C,41%,90%,10000 m,2.68 m/s,222°,1014,1014,984,05:34 AM,08:04 PM,42.2786,-88.2609
4906802,Preston Heights,-5 UTC,Clouds,overcast clouds,26.37 °C,26.37 °C,26.81 °C,25.71 °C,51%,100%,10000 m,0.89 m/s,55°,1013,1013,991,05:36 AM,08:01 PM,41.4917,-88.0817
4906818,Princeton,-5 UTC,Clouds,overcast clouds,26.48 °C,26.48 °C,26.48 °C,26.48 °C,47%,100%,10000 m,4.71 m/s,120°,1011,1011,988,05:41 AM,08:06 PM,41.3681,-89.4648
4906824,Princeville,-5 UTC,Clouds,overcast clouds,25.07 °C,25.04 °C,25.46 °C,23.97 °C,54%,100%,10000 m,4.45 m/s,127°,1011,1011,987,05:44 AM,08:06 PM,40.9298,-89.7576
4906868,Prophetstown,-5 UTC,Clouds,overcast clouds,27.27 °C,26.96 °C,27.27 °C,27.27 °C,38%,100%,10000 m,5.49 m/s,116°,1011,1011,990,05:43 AM,08:09 PM,41.6714,-89.9362
4906882,Prospect Heights,-5 UTC,Clouds,overcast clouds,22.73 °C,22.29 °C,25.75 °C,19.33 °C,47%,100%,10000 m,0.89 m/s,5°,1014,1014,989,05:33 AM,08:02 PM,42.0953,-87.9376
4907131,Rantoul,-5 UTC,Clouds,overcast clouds,24.97 °C,25.3 °C,24.97 °C,24.97 °C,68%,100%,10000 m,3.49 m/s,91°,1012,1012,987,05:39 AM,07:58 PM,40.3084,-88.1559
4907504,Richmond,-5 UTC,Clouds,broken clouds,25.34 °C,25.08 °C,25.58 °C,23.32 °C,44%,55%,10000 m,5.18 m/s,99°,1014,1014,984,05:34 AM,08:04 PM,42.4758,-88.3059
4907505,Richmond,-5 UTC,Clouds,overcast clouds,21.54 °C,21.34 °C,21.54 °C,20.66 °C,61%,100%,10000 m,3.16 m/s,91°,1012,1012,990,05:44 AM,08:03 PM,40.3609,-89.369
4907514,Richton Park,-5 UTC,Clouds,overcast clouds,25.04 °C,24.91 °C,26.71 °C,24.23 °C,50%,100%,10000 m,3.45 m/s,107°,1013,1013,988,05:34 AM,07:59 PM,41.4845,-87.7034
4907637,River Forest,-5 UTC,Clouds,overcast clouds,23.43 °C,23.21 °C,26.33 °C,20.49 °C,53%,99%,10000 m,1.79 m/s,36°,1013,1013,991,05:33 AM,08:01 PM,41.8978,-87.814
4907649,River Grove,-5 UTC,Clouds,overcast clouds,23.27 °C,23.04 °C,26.34 °C,20.5 °C,53%,99%,10000 m,3.13 m/s,54°,1013,1013,991,05:33 AM,08:01 PM,41.9259,-87.8359
4907683,Riverdale,-5 UTC,Clouds,overcast clouds,24.86 °C,24.92 °C,26.38 °C,23.98 °C,58%,100%,10000 m,2.94 m/s,67°,1013,1013,990,05:33 AM,07:59 PM,41.6334,-87.6331
4907706,Riverside,-5 UTC,Clouds,overcast clouds,24.44 °C,24.25 °C,26.36 °C,21.07 °C,50%,100%,10000 m,2.24 m/s,14°,1013,1013,991,05:34 AM,08:01 PM,41.835,-87.8228
4907762,Riverwoods,-5 UTC,Clouds,overcast clouds,22.14 °C,21.51 °C,25.04 °C,19.34 °C,42%,100%,10000 m,0.89 m/s,58°,1014,1014,990,05:33 AM,08:02 PM,42.1675,-87.897
4907773,Roanoke,-5 UTC,Clouds,overcast clouds,24.9 °C,24.83 °C,25.49 °C,23.84 °C,53%,100%,10000 m,3.68 m/s,112°,1011,1011,986,05:42 AM,08:04 PM,40.7962,-89.1973
4907786,Robbins,-5 UTC,Clouds,overcast clouds,25.05 °C,25.07 °C,26.4 °C,23.41 °C,56%,100%,10000 m,3.3 m/s,80°,1013,1013,990,05:34 AM,08:00 PM,41.6439,-87.7037
4907863,Rochelle,-5 UTC,Clouds,overcast clouds,28.29 °C,28 °C,28.29 °C,28.29 °C,41%,100%,10000 m,5.42 m/s,112°,1012,1012,983,05:38 AM,08:06 PM,41.9239,-89.0687
4907898,Rock Falls,-5 UTC,Clouds,overcast clouds,27.99 °C,27.35 °C,28.62 °C,27.99 °C,35%,99%,10000 m,5.22 m/s,115°,1010,1010,988,05:41 AM,08:08 PM,41.7798,-89.689
4907907,Rock Island,-5 UTC,Clouds,overcast clouds,27.56 °C,27.07 °C,29.14 °C,27.01 °C,36%,100%,10000 m,1.34 m/s,97°,1011,1011,987,05:45 AM,08:11 PM,41.5095,-90.5788
4907910,Rock Island,-5 UTC,Clouds,overcast clouds,27.8 °C,27.2 °C,29.08 °C,26.96 °C,35%,100%,10000 m,0.89 m/s,152°,1012,1012,987,05:45 AM,08:11 PM,41.45,-90.5168
4907953,Rockdale,-5 UTC,Clouds,overcast clouds,26.68 °C,27.07 °C,27 °C,25.9 °C,49%,100%,10000 m,4.13 m/s,115°,1012,1012,991,05:36 AM,08:01 PM,41.5061,-88.1145
4907959,Rockford,-5 UTC,Clouds,overcast clouds,27.92 °C,27.47 °C,28.47 °C,27.51 °C,38%,100%,10000 m,5.29 m/s,105°,1013,1013,985,05:38 AM,08:07 PM,42.2711,-89.094
4907985,Rockton,-5 UTC,Clouds,overcast clouds,27.93 °C,27.41 °C,28.38 °C,27.44 °C,37%,97%,10000 m,3.58 m/s,112°,1013,1013,985,05:37 AM,08:07 PM,42.4525,-89.0723
4908052,Rolling Meadows,-5 UTC,Clouds,overcast clouds,23.53 °C,23.17 °C,25.66 °C,19.77 °C,47%,100%,10000 m,1.79 m/s,45°,1014,1014,987,05:34 AM,08:02 PM,42.0842,-88.0131
4908066,Rome,-5 UTC,Clouds,overcast clouds,25.53 °C,25.6 °C,26.02 °C,24.3 °C,56%,100%,10000 m,4.31 m/s,123°,1011,1011,989,05:43 AM,08:05 PM,40.8831,-89.5026
4908068,Romeoville,-5 UTC,Clouds,overcast clouds,26.26 °C,26.26 °C,27.14 °C,24.77 °C,50%,100%,10000 m,3.99 m/s,104°,1012,1012,989,05:35 AM,08:01 PM,41.6475,-88.0895
4908126,Roscoe,-5 UTC,Clouds,overcast clouds,27.55 °C,27.17 °C,28.34 °C,27.4 °C,38%,99%,10000 m,3.58 m/s,112°,1013,1013,984,05:37 AM,08:07 PM,42.4133,-89.0093
4908173,Roselle,-5 UTC,Clouds,overcast clouds,24.76 °C,24.6 °C,26.15 °C,22.45 °C,50%,100%,10000 m,2.24 m/s,68°,1014,1014,986,05:34 AM,08:02 PM,41.9847,-88.0798
4908179,Rosemont,-5 UTC,Clouds,overcast clouds,22.84 °C,22.56 °C,26.32 °C,20.48 °C,53%,100%,10000 m,3.13 m/s,54°,1013,1013,990,05:33 AM,08:01 PM,41.9953,-87.8845
4908209,Rossville,-5 UTC,Clouds,overcast clouds,25 °C,25.15 °C,25 °C,25 °C,61%,100%,10000 m,3.85 m/s,99°,1011,1011,988,05:37 AM,07:56 PM,40.3792,-87.6686
